ID,area_type,availability,location,size,society,total_sqft,bath,balcony,price
731,Super built-up  Area,Ready To Move,KSRTC Layout,2 BHK,Srisei ,1200,2.0,3.0,62.5
3406,Super built-up  Area,18-Apr,Kothannur,3 BHK,,1270,3.0,2.0,45.0
2339,Super built-up  Area,Ready To Move,Kothannur,2 BHK,,1197,2.0,1.0,47.8
5991,Built-up  Area,Ready To Move,Thubarahalli,2 BHK,ShdhiSa,1216,2.0,1.0,80.0
6828,Plot  Area,Ready To Move,Sector 7 HSR Layout,3 Bedroom,,1200,4.0,1.0,275.0
6695,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2500,3.0,3.0,350.0
2565,Super built-up  Area,Ready To Move,Motappa Layout,3 BHK,Puodse ,1360,2.0,1.0,59.27
2581,Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1410,2.0,3.0,44.42
8729,Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,,1101,2.0,2.0,66.0
9366,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoisoCa,2087.01,4.0,2.0,135.0
8385,Super built-up  Area,Ready To Move, Banaswadi,1 RK,Krntsee,527,1.0,0.0,35.0
6282,Plot  Area,Ready To Move,GKW Layout,4 Bedroom,,1350,4.0,2.0,225.0
6839,Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,3 BHK,,1464,3.0,2.0,56.0
9570,Plot  Area,Ready To Move,Chikkalasandra,5 Bedroom,,1500,5.0,3.0,265.0
1255,Plot  Area,Ready To Move,Whitefield,4 Bedroom,Pronege,4800,4.0,3.0,525.0
2104,Plot  Area,Ready To Move,Ramamurthy Nagar,3 Bedroom,,1200,2.0,0.0,66.0
8371,Plot  Area,18-Nov,Whitefield,4 Bedroom,,2400,4.0,1.0,143.0
7663,Super built-up  Area,19-Jul,Cunningham Road,3 BHK,,3489,3.0,1.0,662.0
9341,Built-up  Area,Ready To Move,Kaggadasapura,3 BHK,FoncyRe,1250,2.0,2.0,47.0
9755,Super built-up  Area,18-Dec,Hosa Road,2 BHK,SJerse ,1360,2.0,1.0,77.61
4994,Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1174,2.0,1.0,75.0
9564,Built-up  Area,Ready To Move,Rajasree Layout,3 BHK,Itbhaa ,1310,3.0,3.0,90.0
7829,Super built-up  Area,Ready To Move,Banaswadi,2 BHK,,1222,2.0,2.0,80.0
5057,Super built-up  Area,18-Oct,Uttarahalli,3 BHK,,1320,2.0,3.0,55.44
8993,Super built-up  Area,20-Dec,Old Madras Road,3 BHK,SheldGr,1350,3.0,1.0,45.9
4434,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1464,3.0,3.0,56.0
3484,Super built-up  Area,Ready To Move,Kodihalli,3 BHK,Soianal,2408,4.0,2.0,260.0
10117,Plot  Area,Ready To Move,Gollarahatti,4 Bedroom,,740,2.0,1.0,24.5
5318,Super built-up  Area,Ready To Move,Hosur Road,2 BHK,,1179,2.0,1.0,49.0
3816,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,RothaVa,1190,2.0,1.0,75.0
6557,Super built-up  Area,18-Mar,Bellandur,3 BHK,,2000,3.0,2.0,85.0
9494,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Pae 1ov,1190,2.0,1.0,64.0
2546,Built-up  Area,Ready To Move,Hennur Gardens,3 BHK,PlhtsHe,1945,3.0,3.0,120.0
6357,Super built-up  Area,17-May,Ramamurthy Nagar,2 BHK,Vedhias,1125,2.0,1.0,47.0
1621,Super built-up  Area,Ready To Move,Shampura,2 BHK,,1200,2.0,3.0,53.0
10041,Super built-up  Area,Ready To Move,Mahadevpura,3 BHK,,1505,3.0,2.0,78.0
7219,Super built-up  Area,17-Jun,Nallurhalli,2 BHK,Mauil T,1044,2.0,1.0,60.0
7146,Super built-up  Area,Ready To Move,Mallasandra,2 BHK,GMilse ,1325,2.0,,65.0
9493,Super built-up  Area,Ready To Move,Hormavu,2 BHK,,1065,2.0,1.0,50.92
1096,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1330,2.0,1.0,56.0
7283,Super built-up  Area,18-Mar,Whitefield,3 BHK,Prtates,1655,3.0,3.0,120.0
9811,Super built-up  Area,Ready To Move,Vignana Nagar,2 BHK,Phens G,1000,2.0,2.0,35.0
10105,Super built-up  Area,21-Jan,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,26.01
9533,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,1384,2.0,2.0,76.18
2463,Super built-up  Area,Ready To Move,Cox Town,1 BHK,EGdiaAr,605,1.0,1.0,29.0
9423,Plot  Area,Ready To Move,Ramamurthy Nagar,1 Bedroom,,1Grounds,1.0,1.0,48.0
8176,Super built-up  Area,Ready To Move,Hebbal,3 BHK,Arcia S,1110,3.0,3.0,59.0
1788,Built-up  Area,Ready To Move,Electronic City,3 BHK,GMown E,1360,2.0,1.0,75.0
250,Super built-up  Area,Ready To Move,Chandapura,2 BHK,KHityry,800,1.0,1.0,20.0
8315,Built-up  Area,Ready To Move,SK Garden,6 Bedroom,,1850,3.0,0.0,175.0
7086,Built-up  Area,19-Dec,Sarjapur,3 Bedroom,,1830,3.0,1.0,88.0
7105,Super built-up  Area,Ready To Move,Kaverappa Layout,3 BHK,,1540,3.0,3.0,85.0
192,Plot  Area,Ready To Move,Bellandur,4 Bedroom,,1200,5.0,,325.0
820,Built-up  Area,18-Dec,Electronic City,3 BHK,,1320,2.0,1.0,38.13
10262,Plot  Area,19-Apr,Anekal,2 Bedroom,,1200,2.0,1.0,36.1
10099,Super built-up  Area,Ready To Move,Hiremath Layout,3 BHK,MadorSp,1715,3.0,2.0,95.0
8209,Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1133,2.0,1.0,38.37
8841,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1180,2.0,1.0,55.5
4400,Super built-up  Area,18-May,Koramangala,3 BHK,SRidsrc,1594,3.0,,125.0
10018,Plot  Area,18-Mar,Chikka Tirupathi,3 Bedroom,Theanmp,2325,3.0,,95.0
5388,Super built-up  Area,Ready To Move,KR Puram,2 BHK,,1001,2.0,2.0,30.0
4166,Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Vabow R,915,2.0,1.0,32.0
6621,Plot  Area,Ready To Move,BTM Layout 1stage 9th Main,7 Bedroom,,600,6.0,2.0,138.0
4951,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,SollaMa,1846,3.0,2.0,155.0
2687,Super built-up  Area,Ready To Move,Varthur,2 BHK,Caiseur,1280,2.0,,65.0
4390,Built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,IBityin,1000,2.0,2.0,32.0
6711,Super built-up  Area,Ready To Move,Ejipura,3 BHK,DSidsrc,1600,3.0,3.0,95.0
6842,Plot  Area,Ready To Move,HRBR Layout,4 Bedroom,,1200,3.0,1.0,180.0
4927,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,1134,2.0,1.0,45.36
7711,Plot  Area,Ready To Move,Tavarekere,7 Bedroom,,1200,5.0,2.0,180.0
5552,Super built-up  Area,18-Aug,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,65.7
2607,Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,,1050,2.0,1.0,35.0
8358,Super built-up  Area,20-Jan,Balagere,2 BHK,Soresea,1205,2.0,1.0,63.86
238,Built-up  Area,Ready To Move,Ramamurthy Nagar,5 Bedroom,,3500,5.0,2.0,150.0
4015,Built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsen,937,2.0,1.0,44.0
9873,Built-up  Area,Ready To Move,Shanti Nagar,2 BHK,SwionMa,1130,2.0,1.0,75.0
2977,Built-up  Area,Ready To Move,Bellandur,2 BHK,,1350,2.0,1.0,79.0
6539,Super built-up  Area,Ready To Move,Bannerghatta Road,4 BHK,Kobhiil,2932,5.0,,195.0
7502,Super built-up  Area,Ready To Move,Hebbal,3 BHK,Chtert ,1800,3.0,2.0,140.0
8261,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,,1194,2.0,1.0,51.0
5473,Super built-up  Area,Ready To Move,2nd Block Jayanagar,3 BHK,SaignSo,1718,3.0,3.0,223.0
945,Super built-up  Area,Ready To Move,NGR Layout,2 BHK,,1020,2.0,1.0,45.9
10302,Built-up  Area,Ready To Move,Yelahanka,3 BHK,PrrloMo,1890,4.0,2.0,85.0
8494,Plot  Area,Ready To Move,Hosahalli Extension,2 Bedroom,,360,2.0,1.0,40.0
5097,Super built-up  Area,19-Jun,Hebbal,4 BHK,Raard B,2790,4.0,3.0,198.0
6055,Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,Brway G,3100,4.0,3.0,550.0
9643,Plot  Area,Ready To Move,HBR Layout,4 Bedroom,,1200,4.0,2.0,115.0
6651,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,SJityaz,1550,2.0,2.0,69.75
3552,Super built-up  Area,Ready To Move,Thirumenahalli,2 BHK,,1100,2.0,1.0,39.5
10623,Built-up  Area,Ready To Move,Brookefield,2 BHK,Roeekbl,1225,2.0,2.0,72.0
3360,Super built-up  Area,18-Aug,Haralur Road,2 BHK,SNnia E,1230,2.0,1.0,78.0
8158,Super built-up  Area,Ready To Move,Old Airport Road,2 BHK,,1050,2.0,2.0,50.0
5628,Built-up  Area,Ready To Move,Sarjapur  Road,3 Bedroom,Adntsra,2556,3.0,2.0,169.0
2410,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1246,2.0,1.0,65.0
5783,Built-up  Area,19-Jun,Sarjapur,4 Bedroom,Caonand,2580 - 2591,4.0,0.0,139.5
4507,Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,SLavena,1207,2.0,2.0,62.0
9008,Built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,770,1.0,1.0,35.0
3982,Plot  Area,Ready To Move,Anand nagar,2 Bedroom,,1200,2.0,0.0,70.0
6658,Super built-up  Area,Ready To Move,Thubarahalli,2 BHK,ShdhiSa,1200,2.0,2.0,79.55
146,Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1828,3.0,,110.0
7615,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2501,3.0,3.0,138.0
2294,Super built-up  Area,Ready To Move,Kengeri,3 BHK,,1250,3.0,3.0,48.0
2253,Super built-up  Area,19-Dec,Old Madras Road,2 BHK,SheldGr,935,2.0,1.0,45.0
3611,Super built-up  Area,Ready To Move,Ambedkar Colony,3 BHK,RMcesa ,1910,3.0,1.0,190.0
5353,Super built-up  Area,Ready To Move,Hormavu,3 BHK,ARureig,1385,2.0,2.0,69.0
1736,Super built-up  Area,18-Feb,EPIP Zone,2 BHK,BrontLa,1330,2.0,1.0,93.36
9735,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,ChionCo,1654,3.0,,97.8
8462,Built-up  Area,Ready To Move,BHEL Layout,6 Bedroom,,2400,4.0,1.0,170.0
114,Built-up  Area,Ready To Move,Ramamurthy Nagar,4 Bedroom,,3700,4.0,1.0,225.0
9450,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,,1650,3.0,1.0,94.0
6126,Built-up  Area,Ready To Move,Chamundi Nagar,7 Bedroom,,2800,7.0,1.0,250.0
6472,Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,PisomSu,1085,2.0,1.0,46.0
10098,Built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,,570,2.0,1.0,62.0
498,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2.0,1.0,36.0
4733,Super built-up  Area,19-Dec,Hebbal,3 BHK,Magiaya,1255,3.0,2.0,77.68
720,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1460,2.0,1.0,90.0
4384,Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1174,2.0,1.0,78.0
9432,Super built-up  Area,19-Jan,Chandapura,3 BHK,SuVue S,1110,2.0,2.0,29.97
6558,Super built-up  Area,18-May,Shanti Nagar,3 BHK,UbreeAn,1602,2.0,1.0,165.0
7309,Built-up  Area,Ready To Move,Hennur Road,2 BHK,Baesta ,1015,2.0,2.0,50.0
3089,Super built-up  Area,18-May,Bommanahalli,3 BHK,,1250,2.0,2.0,42.5
8221,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,PuineSu,1435,3.0,2.0,90.0
484,Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3 BHK,,1464,3.0,2.0,56.0
7459,Plot  Area,Ready To Move,Ramamurthy Nagar,5 Bedroom,,1350,5.0,1.0,120.0
596,Super built-up  Area,Ready To Move,Sneha Colony,2 BHK,Daill S,1260,2.0,2.0,45.0
10589,Super built-up  Area,Ready To Move,Whitefield,4 BHK,Prwer S,3075,2.0,3.0,188.0
6974,Super built-up  Area,21-Mar,Yelahanka,3 BHK,Goues A,1711,3.0,3.0,85.61
6930,Built-up  Area,Ready To Move,Subramanyapura,3 BHK,Mayne A,1260,2.0,2.0,76.0
5164,Plot  Area,Ready To Move,Nagarbhavi,4 Bedroom,,1250,3.0,0.0,175.0
9748,Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,Taonte ,2480,4.0,1.0,265.0
1647,Super built-up  Area,Ready To Move,Rustam Bagh Layout,2 BHK,Shntsan,1300,2.0,2.0,65.0
7015,Super built-up  Area,19-Jun,Hebbal,3 BHK,Raard B,1645,3.0,2.0,117.0
7917,Plot  Area,Ready To Move,BTM Layout 2nd Stage 1st Phase,4 Bedroom,,2400,5.0,2.0,395.0
2700,Super built-up  Area,18-Dec,Hebbal,3 BHK,Magiaya,1255,2.0,1.0,77.68
8334,Built-up  Area,Ready To Move,1st Stage Indira Nagar,2 BHK,,940,2.0,1.0,56.0
1700,Super built-up  Area,Ready To Move,Belathur,2 BHK,SLwernf,1254,2.0,1.0,53.0
9537,Super built-up  Area,18-Apr,Sarjapur,2 BHK,SNityVe,900,2.0,2.0,27.98
5404,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1220,2.0,1.0,44.6
8217,Super built-up  Area,19-May,Thanisandra,3 BHK,G conTh,1996,4.0,1.0,123.0
8224,Super built-up  Area,Ready To Move,Kadubeesanahalli,2 BHK,Krshi G,1257,2.0,2.0,93.0
2942,Super built-up  Area,Ready To Move,Whitefield,2 BHK,BrlisCo,1320,2.0,1.0,95.0
8003,Super built-up  Area,Ready To Move,Bellandur,2 BHK,,924,2.0,2.0,35.11
7213,Super built-up  Area,Ready To Move,Hiremath Layout,3 BHK,MadorSp,1490,2.0,1.0,92.0
86,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1665,3.0,2.0,88.0
2308,Built-up  Area,Ready To Move,1st Block HRBR Layout,3 BHK,,2300,3.0,,80.0
2677,Built-up  Area,18-Dec,Bommasandra Industrial Area,3 BHK,,1400,2.0,1.0,40.44
8758,Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,Shitt S,1450,2.0,2.0,63.51
8737,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1350,2.0,2.0,47.24
2594,Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,,1130,2.0,3.0,45.19
9360,Super built-up  Area,19-Mar,Whitefield,2 BHK,Prtates,1216,2.0,1.0,80.0
1029,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1246,2.0,1.0,64.5
136,Super built-up  Area,18-Aug,Devanahalli,2 BHK,Derdsig,1360,2.0,1.0,65.0
7819,Super built-up  Area,Ready To Move,Lavelle Road,2 BHK,,985,2.0,1.0,156.0
6240,Super built-up  Area,18-Apr,Devanahalli,1 BHK,Sabixtt,658,1.0,0.0,26.91
9985,Built-up  Area,18-Jul,Bellandur,3 BHK,NiCodCa,1685,3.0,3.0,115.0
2854,Super built-up  Area,18-Dec,Yeshwanthpur,3 BHK,,1313,3.0,1.0,96.0
4409,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Niacesa,1207,2.0,2.0,79.9
1200,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Bhmesy ,1265,2.0,1.0,79.0
6121,Super built-up  Area,18-Mar,9th Phase JP Nagar,2 BHK,HMigond,1466,2.0,2.0,71.0
4717,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Axdam V,1300,3.0,2.0,89.13
10143,Super built-up  Area,Ready To Move,Banaswadi,2 BHK,Naavehi,1008,2.0,2.0,52.0
7552,Super built-up  Area,18-Apr,Kadugodi,3 BHK,Alestrb,1890,4.0,3.0,125.0
566,Plot  Area,Ready To Move,HRBR Layout,4 Bedroom,,2000,4.0,1.0,300.0
8241,Super built-up  Area,20-Dec,Binny Pete,3 BHK,Shestlo,1282,3.0,2.0,178.0
5933,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,NRncyrk,2127,3.0,2.0,135.0
5430,Super built-up  Area,Ready To Move,Dollar Scheme Colony,4 BHK,Vacesi ,3563,6.0,1.0,310.0
5868,Plot  Area,Ready To Move,Ramamurthy Nagar,3 Bedroom,,800,4.0,0.0,88.0
6296,Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Brglede,1480,2.0,2.0,84.0
3927,Built-up  Area,Ready To Move,Canara Bank Colony,3 BHK,Kiagar ,1650,2.0,1.0,52.0
6195,Plot  Area,Ready To Move,2nd Block Hrbr Layout,3 Bedroom,,4273,3.0,,1100.0
6932,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,,1180,2.0,1.0,56.0
8423,Super built-up  Area,Ready To Move,Banashankari Stage V,3 BHK,,1315,2.0,2.0,49.0
10209,Super built-up  Area,Ready To Move,Banagiri Nagar,3 BHK,,1525,2.0,2.0,91.48
7529,Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,PSmalsh,1125,2.0,2.0,65.0
8520,Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,Peide L,1194,2.0,2.0,47.0
9776,Super built-up  Area,Ready To Move,Varthur,2 BHK,DSingSt,1738,2.0,1.0,57.35
9793,Built-up  Area,Ready To Move,Ambedkar Colony,3 BHK,RMcesa ,1907,2.0,1.0,200.0
8819,Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,985,2.0,1.0,40.39
2330,Built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,VeSkyva,1726,3.0,3.0,145.0
3515,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,,1185,2.0,2.0,60.0
2187,Super built-up  Area,Ready To Move,2nd Phase JP Nagar,5 BHK,,2800,4.0,2.0,200.0
195,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,PuziaVe,1327,2.0,2.0,98.0
8239,Built-up  Area,Ready To Move,Hoodi,2 BHK,Macanr ,1000,2.0,2.0,48.0
9597,Plot  Area,Ready To Move,Kamakshipalya,1 Bedroom,,450,1.0,0.0,30.0
5059,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa ,660,1.0,1.0,16.0
802,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,Zostaa ,1056,2.0,1.0,61.0
5715,Super built-up  Area,Ready To Move,Frazer Town,3 BHK,,2400,3.0,2.0,260.0
7278,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Usquaya,1035,2.0,2.0,49.0
241,Plot  Area,Ready To Move,Mukkutam Nagar,8 Bedroom,,2600,8.0,2.0,180.0
2068,Super built-up  Area,Ready To Move,Brookefield,3 BHK,Mapleer,1476,3.0,2.0,105.0
8252,Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,ManceEl,1650,3.0,,95.0
9324,Super built-up  Area,Ready To Move,Bhoganhalli,4 BHK,Pride S,2439,4.0,3.0,190.0
644,Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,,1180,2.0,3.0,80.0
9990,Plot  Area,Ready To Move,Doddakannelli,6 Bedroom,,1200,9.0,3.0,122.0
5103,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,TGeepga,1090,2.0,2.0,45.0
5460,Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,,1020,2.0,2.0,55.0
1637,Plot  Area,Ready To Move,Ramamurthy Nagar,2 Bedroom,,1200,3.0,1.0,72.0
120,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Moity S,1427,3.0,2.0,120.0
5873,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,PuziaVe,1322,2.0,2.0,75.0
2981,Super built-up  Area,Ready To Move,Cunningham Road,3 BHK,Lelia M,3875,3.0,2.0,864.0
5069,Plot  Area,Ready To Move,Udaya Nagar,2 Bedroom,,1000,1.0,1.0,75.0
3074,Super built-up  Area,Ready To Move,Govindraja Nagar,2 BHK,,1065,2.0,3.0,50.0
9520,Super built-up  Area,Ready To Move,Asthagrama Layout,2 BHK,,1200,2.0,2.0,38.0
3278,Built-up  Area,Ready To Move,Raghuvanahalli,1 BHK,,900,1.0,1.0,30.0
2135,Plot  Area,Ready To Move,Ramamohanapuram,4 Bedroom,,2800,3.0,2.0,500.0
7261,Super built-up  Area,18-Sep,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45
4970,Super built-up  Area,18-Mar,Haralur Road,3 BHK,SNnia E,1520,2.0,2.0,96.0
7091,Super built-up  Area,18-Sep,Chandapura,3 BHK,SunceEs,1230,2.0,2.0,31.37
134,Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,Srier P,1535,3.0,2.0,83.0
4351,Plot  Area,Ready To Move,Whitefield,4 Bedroom,VDe 1Du,3445,5.0,3.0,270.0
5324,Built-up  Area,Ready To Move,Anjanapura,3 BHK,ACopsva,1280,2.0,2.0,45.0
10276,Built-up  Area,Ready To Move,Marsur,3 BHK,Asara S,715,2.0,1.0,29.0
7048,Built-up  Area,Ready To Move,Attibele,1 BHK,Jae 1hu,450,1.0,1.0,12.5
2559,Built-up  Area,Ready To Move,Kasavanhalli,3 Bedroom,,1870,3.0,1.0,200.0
62,Plot  Area,Ready To Move,Whitefield,4 Bedroom,Chranya,5700,5.0,3.0,650.0
10604,Super built-up  Area,Ready To Move,Electronic City Phase II,1 BHK,Srrlsnu,650,1.0,1.0,35.0
1358,Super built-up  Area,21-Jul,Hoodi,3 BHK,GoAirej,1639,3.0,1.0,98.32
7503,Built-up  Area,Ready To Move,Kudlu,3 BHK,GKityde,1600,3.0,3.0,79.0
7363,Super built-up  Area,Ready To Move,Hebbal,3 BHK,Brium C,3450,5.0,0.0,348.0
9864,Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Malmser,1725,3.0,3.0,85.0
2467,Super built-up  Area,18-Nov,Kaikondrahalli,2 BHK,,1000,2.0,1.0,30.0
679,Plot  Area,Ready To Move,Byrathi Village,5 Bedroom,,1200,5.0,0.0,100.0
7779,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itvir M,919,2.0,2.0,35.0
741,Built-up  Area,Ready To Move,P&T Colony,1 BHK,,425,1.0,0.0,20.03
5307,Built-up  Area,Ready To Move,Kammanahalli,1 Bedroom,,700,1.0,0.0,59.0
6266,Built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,1910,3.0,2.0,142.0
7720,Plot  Area,Ready To Move,Naganathapura,2 Bedroom,,2260,3.0,1.0,80.0
3641,Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,2912,6.0,2.0,210.0
444,Super built-up  Area,Ready To Move,Ardendale,3 BHK,SoystAm,1750,3.0,2.0,100.0
8704,Built-up  Area,Ready To Move,Indira Nagar,3 BHK,Monorh ,1500,3.0,3.0,120.0
3258,Plot  Area,Ready To Move,TC Palaya,2 Bedroom,,1200,2.0,0.0,66.0
4663,Super built-up  Area,Ready To Move,Gottigere,2 BHK,Sklls C,1235,2.0,2.0,63.0
1873,Plot  Area,Ready To Move,Kasavanhalli,5 Bedroom,,5800,7.0,,1200.0
9263,Super built-up  Area,Ready To Move,Mahalakshmi Layout,2 BHK,,1105,2.0,1.0,80.0
2596,Plot  Area,Ready To Move,Vidyaranyapura,4 Bedroom,,900,4.0,3.0,175.0
1717,Built-up  Area,18-Dec,Electronic City Phase II,3 BHK,Sryalan,1320,2.0,1.0,38.13
2912,Plot  Area,Ready To Move,Marsur,3 Bedroom,AreraRe,1200,3.0,1.0,90.0
2843,Plot  Area,Ready To Move,Bommanahalli,3 Bedroom,,680,4.0,1.0,68.0
4027,Super built-up  Area,Ready To Move,Wilson Garden,1 BHK,,735,1.0,1.0,75.0
5488,Built-up  Area,Ready To Move,Ramamurthy Nagar,1 Bedroom,,600,1.0,1.0,43.0
9203,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,980,2.0,1.0,86.0
4485,Super built-up  Area,Ready To Move,Rachenahalli,4 BHK,,3657,5.0,,220.0
2556,Super built-up  Area,Ready To Move,Victoria Layout,3 BHK,,1650,3.0,1.0,165.0
489,Super built-up  Area,Ready To Move,Surabhi Layout,3 BHK,VDdonel,1753,3.0,2.0,120.0
493,Built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Prenty ,1150,3.0,3.0,52.5
690,Built-up  Area,Ready To Move,Bannerghatta Road,4 Bedroom,,1380,3.0,0.0,58.0
10462,Super built-up  Area,17-Nov,Sonnenahalli,3 BHK,Skacak ,1268,2.0,1.0,75.0
3821,Built-up  Area,Ready To Move,KR Puram,2 BHK,,1100,2.0,1.0,46.0
602,Built-up  Area,Ready To Move,Ashwini layout,1 BHK,Kaantth,834,1.0,1.0,60.0
1911,Plot  Area,Ready To Move,Hongasandra,2 Bedroom,,680,2.0,0.0,42.0
1014,Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,PrarePa,1100,3.0,2.0,53.0
7671,Super built-up  Area,18-Apr,Sarjapur  Road,3 BHK,AsastDe,1157,2.0,1.0,57.84
1993,Built-up  Area,Ready To Move,Sonnenahalli,2 BHK,DSgam S,896,2.0,1.0,43.75
6605,Built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,,638,1.0,1.0,32.0
3757,Built-up  Area,Ready To Move,Old Airport Road,3 BHK,,1858,2.0,1.0,167.0
2366,Plot  Area,Ready To Move,Banashankari Stage III,4 Bedroom,,2400,4.0,1.0,240.0
5283,Super built-up  Area,18-Dec,Jalahalli,2 BHK,Vaniai ,1045,2.0,1.0,58.0
4370,Super built-up  Area,Ready To Move,Sector 1 HSR Layout,3 BHK,SodilDa,1533,3.0,2.0,150.0
7877,Plot  Area,Ready To Move,Nagarbhavi,3 Bedroom,,800,3.0,0.0,95.0
8015,Built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1790,3.0,0.0,97.0
1361,Built-up  Area,Ready To Move,Palanahalli,4 Bedroom,RMaanSa,4346,5.0,,500.0
6848,Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,RatraNa,1100,2.0,1.0,58.0
1526,Super built-up  Area,Ready To Move,Electronic City,2 BHK,CoapeSo,910,2.0,2.0,42.0
1327,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,SatatHa,1610,3.0,1.0,90.0
9399,Super built-up  Area,Ready To Move,Vinayaka Layout,5 BHK,V htsji,2700,4.0,,170.0
10380,Super built-up  Area,Ready To Move,Jayanagar,3 BHK,,2030,2.0,1.0,182.0
1551,Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,,1180,2.0,2.0,58.0
7176,Super built-up  Area,Ready To Move,Hoskote,3 BHK,Sohti S,1069,2.0,,38.0
10325,Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,,1060,2.0,1.0,48.66
