ID,area_type,availability,location,size,society,total_sqft,bath,balcony,price,PricePrediction
10133,Plot  Area,Ready To Move,Padmanabhanagar,3 Bedroom,,610,2.0,1.0,75.0,74.0625
8455,Plot  Area,Ready To Move,Behind Don Bosco Church,4 Bedroom,,1200,4.0,1.0,110.0,115.03125
496,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Apows M,1035,2.0,1.0,45.0,45.7646875
7914,Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,,1275,2.0,2.0,52.0,51.028125
3286,Built-up  Area,Ready To Move,8th Phase JP Nagar,4 Bedroom,,2700,4.0,2.0,130.0,161.08333333333331
8309,Super built-up  Area,18-Sep,Whitefield,2 BHK,ARipsul,1074,2.0,1.0,42.79,44.835624999999986
7243,Built-up  Area,Ready To Move,Jyothi Nagar,2 BHK,,959,2.0,1.0,42.5,43.49375
10619,Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,,1020,2.0,1.0,80.0,80.67325892857143
4029,Super built-up  Area,Ready To Move,Gottigere,3 BHK,,1304,3.0,3.0,80.0,77.40625
1634,Super built-up  Area,Ready To Move,Karuna Nagar,3 BHK,NadriNe,1200,2.0,1.0,34.0,44.19520833333334
9257,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,SrncyRe,1370,2.0,2.0,54.79,55.48708333333332
4850,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,,1530,3.0,2.0,73.5,72.93848586309524
3006,Plot  Area,18-Apr,Kurubarahalli,1 Bedroom,,800,1.0,0.0,52.0,51.828125
3894,Super built-up  Area,18-Apr,Bannerghatta,3 BHK,,1618,3.0,1.0,68.0,71.47859375
2407,Built-up  Area,Ready To Move,7th Phase JP Nagar,4 Bedroom,,3300,4.0,0.0,150.0,194.953125
8985,Super built-up  Area,Ready To Move,Munivenkatppa Layout,4 BHK,SNiew L,3700,4.0,2.0,314.0,330.634375
8280,Built-up  Area,Ready To Move,Frazer Town,4 BHK,Asuilnc,3435,2.0,1.0,341.0,333.46875
5728,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,2180,3.0,2.0,240.0,199.56312499999999
5254,Super built-up  Area,18-May,Devanahalli Int. Airport,2 BHK,,1080,2.0,1.0,62.0,54.551822916666666
4817,Super built-up  Area,Ready To Move,ISRO Layout,2 BHK,,1000,2.0,1.0,60.0,58.3125
388,Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saityat,1826,3.0,2.0,121.0,119.7734375
836,Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,68.75,65.49365856281689
2039,Built-up  Area,Ready To Move,Marathahalli,4 BHK,PueraRi,3951,4.0,2.0,220.0,223.28125
7475,Super built-up  Area,19-Mar,Hosa Road,2 BHK,Skume R,1040,2.0,1.0,68.59,62.34933258928572
5400,Built-up  Area,Ready To Move,Marathahalli,2 BHK,,1095,2.0,1.0,60.0,52.25815476190477
1862,Super built-up  Area,Ready To Move,Nallurhalli,2 BHK,Mauil T,1250,2.0,2.0,65.0,63.3078125
1147,Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Assha A,775,2.0,2.0,38.0,36.484375
10417,Super built-up  Area,Ready To Move,Vaderahalli,3 BHK,,1610,3.0,3.0,85.0,82.9578125
3077,Plot  Area,19-Dec,Sarjapura - Attibele Road,4 Bedroom,,1800,4.0,,110.0,137.6875
8369,Plot  Area,Ready To Move,Nagasandra,4 Bedroom,,600,4.0,2.0,80.0,79.34375
2009,Super built-up  Area,Ready To Move,Gottigere,3 BHK,,1600,2.0,2.0,55.0,60.6875
5957,Super built-up  Area,Ready To Move,Kudlu,3 BHK,MJinala,1293,2.0,2.0,85.0,76.28166666666667
10383,Super built-up  Area,17-May,Sarjapur  Road,3 BHK,Ahriaup,1881,3.0,2.0,145.0,144.21875
10244,Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,Reitice,3350,3.0,3.0,150.0,177.828125
7075,Built-up  Area,Ready To Move,Yeshwanthpur,1 Bedroom,,400,1.0,0.0,55.0,47.265625
5620,Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,,1223,2.0,2.0,42.81,45.13687499999997
2930,Super built-up  Area,Ready To Move,Yelachenahalli,2 BHK,,1130,2.0,2.0,40.0,46.8125
5195,Plot  Area,Ready To Move,Varthur Road,4 Bedroom,,1300,3.0,0.0,75.0,103.25
8373,Super built-up  Area,Ready To Move,Sarjapur,2 BHK,,1032,2.0,1.0,42.0,38.314166666666665
416,Super built-up  Area,Ready To Move,Billekahalli,2 BHK,Asity S,1125,2.0,2.0,62.0,56.481458333333336
8629,Built-up  Area,Ready To Move,"HSR Layout 7th sector, ",3 BHK,,1872,3.0,2.0,152.0,142.78125
4209,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1128,2.0,1.0,48.79,49.407812499999984
5146,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Aklia R,1123,2.0,1.0,48.0,48.60941220238095
6206,Super built-up  Area,Ready To Move,Doddakammanahalli,2 BHK,,1180,2.0,2.0,56.0,54.1825
9594,Super built-up  Area,Ready To Move,Krishna Reddy Layout,3 BHK,RahtsHe,2180,3.0,,285.0,258.90625
8602,Super built-up  Area,18-Dec,Dommasandra,2 BHK,,850,2.0,1.0,25.4,26.08749999999999
4975,Super built-up  Area,Ready To Move,HBR Layout,2 BHK,Feissx ,1004,2.0,1.0,49.0,47.303020833333335
5896,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Suitea ,1380,2.0,1.0,42.0,54.013125
8,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,,1310,3.0,1.0,63.25,64.59210937499999
5226,Super built-up  Area,19-Dec,Hebbal,3 BHK,Magiaya,1255,2.0,1.0,95.0,87.79807627615442
3595,Plot  Area,Ready To Move,Tindlu,2 Bedroom,,1350,2.0,1.0,100.0,98.75
6862,Carpet  Area,Ready To Move,Doddabommasandra,8 Bedroom,,3150,5.0,2.0,145.0,154.21875
2067,Plot  Area,Ready To Move,HBR Layout,4 Bedroom,,1200,4.0,0.0,120.0,121.09375
6377,Built-up  Area,Ready To Move,Kurubarahalli,1 Bedroom,,1200,1.0,0.0,69.0,69.0
1740,Plot  Area,18-Dec,Whitefield,3 Bedroom,,1200,3.0,2.0,68.5,59.4648080357143
8083,Super built-up  Area,18-May,Bommanahalli,3 BHK,,1250,3.0,2.0,41.0,49.63854166666667
4299,Built-up  Area,Ready To Move,Magadi Road,1 Bedroom,,440,1.0,0.0,35.0,32.4071875
4475,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,Ozensve,1000,2.0,1.0,78.0,68.05625
3817,Built-up  Area,Ready To Move,Whitefield,2 BHK,Pranthi,1000,2.0,1.0,35.0,38.121875
2968,Super built-up  Area,Ready To Move,Yelahanka New Town,3 BHK,,1610,3.0,2.0,92.0,86.19796875000002
2913,Super built-up  Area,Ready To Move,Dodda Nekkundi,3 BHK,,1804,3.0,2.0,121.0,118.20833333333334
4486,Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,Fea 3Al,1200,2.0,0.0,35.0,41.28125
9301,Super built-up  Area,Ready To Move,Green View Layout,2 BHK,Makeser,1108,2.0,1.0,48.0,51.906796875
10092,Plot  Area,Ready To Move,Whitefield,4 Bedroom,Ieuseut,1600,4.0,2.0,300.0,254.5
10568,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,,1700,2.0,2.0,86.0,88.26531250000001
2766,Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Sorta S,1450,2.0,1.0,58.0,63.0921875
5629,Super built-up  Area,18-May,TC Palaya,3 BHK,,1200,2.0,0.0,66.5,66.31354166666665
6653,Built-up  Area,Ready To Move,Hennur,3 BHK,,1260,2.0,2.0,52.0,53.46955357142857
970,Built-up  Area,Ready To Move,Alur,1 BHK,,530,1.0,1.0,20.0,19.811875
794,Built-up  Area,Ready To Move,Kalasipalya,7 Bedroom,,1875,2.0,2.0,300.0,236.340625
730,Built-up  Area,Ready To Move,Haralur Road,2 BHK,,1202,2.0,1.0,53.0,56.29788690476191
4934,Super built-up  Area,17-Dec,Bellari Road,2 BHK,SaareNo,1220,2.0,2.0,48.79,50.30937499999998
7771,Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Rasom B,1010,2.0,1.0,48.27,56.44208333333332
8803,Plot  Area,Ready To Move,Kalyan nagar,6 Bedroom,,3000,8.0,2.0,400.0,377.59375
6372,Built-up  Area,18-Mar,Kanakapura,3 Bedroom,,2200,3.0,1.0,121.0,132.03125
4759,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Jauraht,1230,2.0,3.0,94.5,88.6296875
4689,Built-up  Area,19-Mar,4th T block Jayanagar,4 BHK,,3900,4.0,,333.0,316.625
6129,Super built-up  Area,Ready To Move,Hebbal,3 BHK,Prersis,1987,4.0,2.0,165.0,167.265625
3095,Plot  Area,Ready To Move,TC Palaya,8 Bedroom,,1200,7.0,1.0,110.0,130.53125
4095,Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Dhncyud,1788,3.0,2.0,90.0,93.604375
704,Plot  Area,Ready To Move,B Narayanapura,3 Bedroom,,1092,2.0,1.0,98.5,87.5625
3782,Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Prldsri,1330,3.0,2.0,72.0,68.53125
245,Plot  Area,Ready To Move,Electronic City,3 Bedroom,,1200,3.0,1.0,90.0,88.79296875
5566,Built-up  Area,17-May,Balagere,1 BHK,Soresea,675,1.0,1.0,45.0,40.60315104166666
4281,Plot  Area,18-May,Kaggalipura,3 Bedroom,AxvamTa,2400,3.0,1.0,165.0,178.28125
1078,Plot  Area,Ready To Move,BTM 1st Stage,9 Bedroom,Srvasks,3300,14.0,,500.0,509.375
8402,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,AkncyRe,1300,2.0,2.0,55.0,58.25
5098,Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Puallhi,2383,5.0,1.0,215.0,200.0625
9285,Carpet  Area,19-Jun,Hormavu,1 BHK,Kolisl ,527 - 639,1.0,0.0,28.275,28.08124999999999
7195,Super built-up  Area,Ready To Move,Tigalarpalya,2 BHK,,1150,2.0,1.0,60.0,56.23078125
6100,Super built-up  Area,Ready To Move,Jalahalli West,1 BHK,Prntsax,550,1.0,1.0,23.0,22.003125
3958,Super built-up  Area,18-May,Thanisandra,2 BHK,SLityee,1020,2.0,1.0,44.5,45.59125
7050,Super built-up  Area,19-Mar,Hennur Road,2 BHK,Puachal,1341,2.0,1.0,95.0,83.04104166666666
1111,Built-up  Area,Ready To Move,Thanisandra,3 BHK,Pronyt ,1240,2.0,1.0,62.0,62.68739583333333
9127,Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5 Bedroom,,1200,4.0,3.0,240.0,240.703125
7553,Built-up  Area,Ready To Move,Kadugodi,2 BHK,,1050,2.0,1.0,34.0,36.40625
6394,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,Ozensve,1255,2.0,1.0,90.0,80.802578125
5758,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1390,2.0,3.0,62.55,62.26874999999998
8747,Plot  Area,Ready To Move,Sarjapur,4 Bedroom,Prldsum,3300,4.0,2.0,430.0,376.09375
2464,Plot  Area,Ready To Move,Vijayanagar,6 Bedroom,,1230,4.0,1.0,210.0,210.9375
63,Built-up  Area,Ready To Move,Varthur,2 BHK,HioraTr,1160,2.0,2.0,44.0,44.49281250000001
5411,Super built-up  Area,18-Apr,Bellandur,3 BHK,,1400,2.0,2.0,44.81,50.492499999999986
8593,Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,,1150,2.0,1.0,52.5,52.400851934523814
7578,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1250,2.0,1.0,50.0,51.3125
6811,Built-up  Area,Ready To Move,Maruthi Nagar,2 BHK,,1158,2.0,3.0,75.0,62.0215625
1597,Super built-up  Area,Ready To Move,Hebbal,4 BHK,Prersis,2483,5.0,2.0,215.0,215.14218750000003
8094,Super built-up  Area,21-Jun,Vijayanagar,2 BHK,Saityat,1180,2.0,1.0,86.0,77.98343750000001
3263,Super built-up  Area,Ready To Move,Tata Nagar,2 BHK,Shensit,1364,2.0,2.0,70.0,70.40625
6946,Super built-up  Area,Ready To Move,Tumkur Road,2 BHK,Sahtsva,1027,2.0,1.0,68.62,62.24416666666666
1002,Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,,1200,2.0,2.0,93.0,91.90625
6586,Super built-up  Area,Ready To Move,Electronics City Phase 1,1 RK,,360,1.0,0.0,16.9,20.139687499999994
6425,Super built-up  Area,21-Feb,Talaghattapura,3 BHK,Sodgere,2254,3.0,2.0,153.0,163.60729166666664
4775,Super built-up  Area,18-Sep,Hebbal,3 BHK,Arcia S,1586,3.0,2.0,90.0,93.409375
5270,Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Malowr ,795,2.0,2.0,32.0,31.391875
1082,Super built-up  Area,18-Jun,Ananth Nagar,1 BHK,,500,1.0,1.0,14.0,14.484375
1039,Plot  Area,Ready To Move,BTM 1st Stage,4 Bedroom,,1215,4.0,3.0,205.0,186.78125
5857,Super built-up  Area,Ready To Move,Kamala Nagar,2 BHK,,700,2.0,0.0,43.0,37.756093750000005
1026,Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Sovar S,1530,2.0,2.0,74.5,74.42923443223445
263,Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1162,2.0,1.0,59.9,58.351986607142855
6270,Super built-up  Area,19-Dec,Thanisandra,3 BHK,DSity S,2172,3.0,2.0,76.02,92.97333333333331
6326,Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3 BHK,,1464,3.0,3.0,56.0,55.64732142857143
3522,Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,Dieldli,1397,3.0,2.0,110.0,107.171875
655,Super built-up  Area,Ready To Move,Bommasandra,3 BHK,Vaodspe,1200,3.0,2.0,46.0,47.629464285714285
623,Super built-up  Area,19-Dec,Kanakapura,1 BHK,GoityEt,711,1.0,1.0,36.0,37.96479166666667
8590,Super built-up  Area,18-Apr,Bhoganhalli,3 BHK,Rosha I,1458,3.0,1.0,78.45,75.24875
3382,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1801,3.0,2.0,140.0,123.1484375
8927,Built-up  Area,Ready To Move,Cox Town,2 BHK,,1100,2.0,1.0,166.0,124.9765625
2377,Super built-up  Area,18-May,Hosa Road,2 BHK,SStusan,1063,2.0,1.0,31.9,32.11527232142857
5090,Super built-up  Area,Ready To Move,Gottigere,2 BHK,HivanBr,1075,2.0,2.0,30.0,39.4540625
8538,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1550,3.0,3.0,65.1,65.02531473214285
2948,Super built-up  Area,18-Aug,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,65.35,65.49365856281689
4417,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,,1075,2.0,2.0,52.43,52.181562500000005
9703,Plot  Area,Ready To Move,Judicial Layout,5 Bedroom,,5400,4.0,,700.0,638.96875
1107,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,2144,3.0,2.0,135.0,130.9920833333333
4077,Super built-up  Area,Ready To Move,Jalahalli,3 BHK,BrardCo,1570,3.0,2.0,140.0,126.6846875
7968,Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Asncywo,1800,3.0,1.0,90.0,106.9375
3437,Plot  Area,Ready To Move,Lingarajapuram,6 Bedroom,,600,7.0,2.0,63.0,65.03125
3016,Super built-up  Area,Ready To Move,Banashankari,2 BHK,Goeesem,1260,2.0,3.0,75.0,68.8828125
577,Plot  Area,Ready To Move,T.C PALYA,2 Bedroom,,1200,2.0,0.0,65.0,69.76041666666666
5159,Super built-up  Area,19-Jan,Kanakpura Road,4 BHK,PrityFa,2689,6.0,2.0,245.0,232.21875
3319,Super built-up  Area,Ready To Move,MCECHS  layout,3 BHK,,1500,3.0,2.0,65.0,68.1871875
1208,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1390,2.0,2.0,60.47,61.37988541666665
1791,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Prtates,1697,3.0,2.0,108.0,107.59005555555555
4187,Plot  Area,Ready To Move,4th Block Koramangala,4 Bedroom,,2400,4.0,0.0,550.0,534.8125
9010,Super built-up  Area,Ready To Move,Kengeri,2 BHK,,1052,2.0,2.0,51.0,50.849375
2957,Built-up  Area,Ready To Move,Whitefield,2 BHK,JahanSa,735,2.0,1.0,35.0,37.5528125
9466,Super built-up  Area,Ready To Move,Hormavu,2 BHK,Nadhian,1165,2.0,1.0,40.0,41.3834375
6590,Super built-up  Area,Ready To Move,RMV Extension Stage 2,3 BHK,,1862,3.0,3.0,120.0,117.26666666666667
9683,Plot  Area,18-Apr,tc.palya,3 Bedroom,,1400,2.0,1.0,78.0,89.15625
4099,Super built-up  Area,Ready To Move,Akshya Nagar,2 BHK,,1380,2.0,1.0,75.0,76.5575
4584,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1360,2.0,3.0,61.2,56.09625
76,Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,,1150,2.0,3.0,40.0,46.365625
3393,Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Sondaka,1000,2.0,2.0,30.0,33.31822916666667
3635,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,68.0,65.49365856281689
2862,Plot  Area,Immediate Possession,Devanahalli,,Ajleyor,1500 - 2400,,,46.8,60.181562499999984
10184,Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,3 BHK,AlEcone,1864,3.0,3.0,115.0,115.23541666666667
10283,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,,1817,3.0,2.0,110.0,108.5295138888889
8872,Super built-up  Area,18-Apr,Sarjapur  Road,3 BHK,PualeSk,1700,3.0,1.0,118.0,110.73425595238093
2516,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,,1050,2.0,2.0,45.0,47.135937500000004
4315,Plot  Area,18-Nov,Chandapura,2 Bedroom,,1200,1.0,1.0,36.0,45.049479166666664
3870,Plot  Area,Ready To Move,Whitefield,4 Bedroom,,3000,4.0,0.0,330.0,314.10416666666663
5856,Plot  Area,Ready To Move,Rainbow Drive,3 Bedroom,,1500,3.0,2.0,138.0,125.14791666666666
8855,Super built-up  Area,Ready To Move,Channasandra,2 BHK,Unm 2El,1123,2.0,1.0,36.0,36.984882812500004
7382,Super built-up  Area,Ready To Move,Brindavan Nagar,2 BHK,,1280,2.0,2.0,90.0,82.95442708333334
7855,Plot  Area,Ready To Move,Whitefield,4 Bedroom,Adowslm,10200,4.0,1.0,1250.0,924.65625
4394,Super built-up  Area,Ready To Move,Avalahalli,1 BHK,ZeodsWo,833,1.0,1.0,49.0,49.0846875
8605,Super built-up  Area,Ready To Move,Basavanagara,3 BHK,,1428,2.0,1.0,70.0,83.60125
683,Super built-up  Area,Ready To Move,Ambedkar Colony,3 BHK,RMcesa ,1875,3.0,2.0,165.0,162.875
4779,Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1565,2.0,2.0,59.76,56.51277604166667
647,Super built-up  Area,Ready To Move,Poornapragna Housing Society Layout,2 BHK,,1160,2.0,2.0,52.2,47.65240625000001
2762,Built-up  Area,17-Sep,HAL 2nd Stage,2 BHK,,1226,3.0,1.0,135.0,106.50781249999999
1786,Super built-up  Area,Ready To Move,P&T Layout,2 BHK,,1242,2.0,3.0,39.7,44.60406250000001
4295,Super built-up  Area,Ready To Move,Kundalahalli Colony,2 BHK,Goourta,1505,2.0,2.0,90.0,82.0003125
1076,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2557,3.0,2.0,141.0,152.2265625
290,Super built-up  Area,21-May,Kanakpura Road,2 BHK,GolusLi,1017,2.0,1.0,51.25,48.9296875
7900,Built-up  Area,18-Jun,Whitefield,3 BHK,,1655,3.0,2.0,97.0,101.0609375
9066,Super built-up  Area,Ready To Move,Hosapalya,2 BHK,Viise P,800,1.0,1.0,29.0,29.640625
1891,Super built-up  Area,19-Dec,Old Madras Road,3 BHK,SheldGr,1350,3.0,1.0,58.99,50.91922619047619
4194,Super built-up  Area,Ready To Move,Bommasandra,3 BHK,Niara S,1478,2.0,,44.0,52.96
6606,Plot  Area,Ready To Move,Sidedahalli,9 Bedroom,,1200,7.0,3.0,95.0,109.0625
9187,Built-up  Area,18-Dec,Electronic City,2 BHK,Itelaa ,1020,2.0,1.0,29.45,29.821842261904767
1718,Super built-up  Area,Ready To Move,2Electronic City Phase II,27 BHK,,8000,27.0,0.0,230.0,449.53125
7976,Plot  Area,Ready To Move,Jeevan bima nagar,4 Bedroom,,1200,4.0,1.0,200.0,154.1875
6196,Super built-up  Area,Ready To Move,B Narayanapura,2 BHK,,1060,2.0,1.0,49.27,47.461874999999985
9655,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1464,3.0,2.0,56.0,56.0
8143,Plot  Area,Ready To Move,Pai Layout,2 Bedroom,,780,2.0,1.0,72.0,64.22749999999999
5358,Super built-up  Area,19-Mar,Hennur Road,2 BHK,Puachal,1341,2.0,1.0,75.76,83.04104166666666
6754,Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Salisal,1719,3.0,1.0,184.0,158.31875
2348,Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,,1862,3.0,2.0,120.0,118.16354166666667
4640,Super built-up  Area,Ready To Move,Harlur,2 BHK,,1200,2.0,2.0,52.0,51.97916666666667
9754,Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Doissa ,1575,2.0,3.0,85.0,80.806875
185,Plot  Area,Ready To Move,8th block Koramangala,3 Bedroom,,1846,3.0,2.0,300.0,247.2578125
4466,Built-up  Area,20-Dec,Whitefield,4 BHK,,2400,4.0,3.0,147.0,198.0625
2405,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Pyikad ,1036,2.0,3.0,39.35,41.19041666666666
7198,Super built-up  Area,19-Dec,Thanisandra,3 BHK,DSity S,2293,3.0,2.0,80.26,111.78875000000005
7893,Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Conixt ,1225,2.0,1.0,69.0,61.45151041666667
8437,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,,957,2.0,1.0,47.0,46.95704613095239
3649,Super built-up  Area,19-Nov,Sarjapur  Road,2 BHK,AsastDe,984,2.0,1.0,45.91,49.311723079004324
5663,Super built-up  Area,18-Apr,Sarjapur,1 BHK,SNityVe,625,1.0,1.0,19.0,22.458020833333336
2391,Plot  Area,Ready To Move,Vajarahalli,4 Bedroom,,800,4.0,0.0,120.0,105.75
3495,Plot  Area,Ready To Move,Thanisandra,1 Bedroom,,1380,1.0,1.0,62.1,80.54374999999997
5912,Plot  Area,Ready To Move,Malur Hosur Road,6 Bedroom,,2800,4.0,3.0,100.0,159.5625
4643,Super built-up  Area,Ready To Move,Kada Agrahara,3 BHK,CoaveAt,909,2.0,1.0,40.0,41.00000000000001
7365,Built-up  Area,Ready To Move,Canara Bank Colony,2 BHK,Apvas N,900,2.0,3.0,35.0,36.9375
9900,Plot  Area,Ready To Move,AMS Layout,4 Bedroom,,1200,4.0,1.0,110.0,110.34375
381,Built-up  Area,Ready To Move,Mahadevpura,2 BHK,Neagar ,1451,2.0,,90.0,84.73
4185,Super built-up  Area,18-Oct,8th Phase JP Nagar,2 BHK,,1080,2.0,2.0,38.0,36.5984375
3024,Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1862,3.0,2.0,119.0,118.16354166666667
4002,Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1575,3.0,,90.0,86.478125
2709,Super built-up  Area,Ready To Move,Dinnur,3 BHK,,1700,3.0,1.0,97.0,102.96875
8587,Super built-up  Area,20-Dec,Whitefield,3 BHK,Oreldhi,1564,3.0,1.0,103.0,96.15729166666668
8013,Super built-up  Area,Ready To Move,Sector 7 HSR Layout,3 BHK,Saitya ,1760,3.0,2.0,142.0,145.36093749999998
3945,Plot  Area,Ready To Move,Hoodi,3 Bedroom,,780,3.0,1.0,62.0,66.671875
5792,Super built-up  Area,Ready To Move,Shakthi Nagar,2 BHK,,1125,2.0,2.0,36.0,39.028958333333335
2995,Plot  Area,Ready To Move,Mallasandra,2 Bedroom,,1200,2.0,0.0,130.0,108.7421875
8931,Super built-up  Area,Ready To Move,Whitefield,3 BHK,UKe 2nz,2025,4.0,2.0,115.0,131.44196428571428
3050,Built-up  Area,Ready To Move,Gopal Reddy Layout,3 BHK,Krestee,2100,3.0,1.0,75.0,87.0625
3848,Super built-up  Area,Ready To Move,Kachanayakanahalli,2 BHK,ICoolon,861,2.0,1.0,35.0,36.4265625
4275,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1180,2.0,2.0,41.0,51.74122023809523
6460,Super built-up  Area,Ready To Move,Dasanapura,2 BHK,Tavenew,814,2.0,1.0,42.0,44.443645833333335
5214,Super built-up  Area,18-Aug,4th Phase JP Nagar,2 BHK,,1070,2.0,2.0,38.9,40.35781250000001
9422,Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,,1500,2.0,2.0,65.0,67.9378125
7072,Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1615,3.0,2.0,50.87,57.15176339285714
3781,Super built-up  Area,Ready To Move,Hebbal,3 BHK,Kacesh ,2400,4.0,1.0,180.0,210.17708333333334
3538,Super built-up  Area,Ready To Move,Yeshwanthpur,4 BHK,IBityin,3600,5.0,,220.0,240.81666666666666
7068,Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1355,2.0,1.0,67.0,79.21477678571429
4477,Super built-up  Area,Ready To Move,EPIP Zone,3 BHK,Ste 2al,1734,3.0,3.0,125.0,120.091796875
8807,Super built-up  Area,18-Aug,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,65.4,65.49365856281689
3773,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Daives ,1089,2.0,2.0,45.0,44.444374999999994
4139,Plot  Area,Ready To Move,Hennur Road,3 Bedroom,LGapeon,2651,2.0,2.0,225.0,215.0
10129,Super built-up  Area,18-Apr,Whitefield,2 BHK,Prtates,1216,2.0,1.0,66.88,75.21529239344997
3555,Super built-up  Area,Ready To Move,Lavelle Road,3 BHK,,2500,3.0,2.0,425.0,369.3125
8093,Plot  Area,Ready To Move,Suryanagar,2 Bedroom,,1500,2.0,1.0,45.0,58.364583333333336
1655,Super built-up  Area,Ready To Move,Konanakunte,4 BHK,Siisega,3000,4.0,3.0,160.0,179.34375
5049,Plot  Area,18-Feb,Nelamangala,3 Bedroom,V2gesre,1200,3.0,2.0,72.0,86.78125
8318,Super built-up  Area,18-Mar,Begur Road,2 BHK,,952,2.0,1.0,42.0,39.029062499999995
530,Super built-up  Area,18-Jun,Ramagondanahalli,2 BHK,ViistLa,1251,2.0,1.0,47.0,48.711778273809514
5303,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Prarkun,1363,2.0,1.0,79.0,78.05311011904763
2221,Super built-up  Area,Ready To Move,Outer Ring Road East,2 BHK,,1198,2.0,1.0,84.0,78.71875
6073,Plot  Area,18-Jan,Horamavu Agara,6 Bedroom,,1000,5.0,3.0,98.0,115.875
3652,Super built-up  Area,18-Apr,Hebbal,3 BHK,Magiaya,1355,3.0,1.0,83.87,83.86999999999993
2982,Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,,1493,3.0,2.0,82.0,80.6609375
